country,category,language,template_id,text,p_neg,p_neu,p_pos,S
Venezuela,adversary,en,A4,The documentary focused on Venezuela.,0.06512567,0.8323993,0.10247501,0.037349343
Venezuela,adversary,en,A5,I watched a segment about Venezuela on TV.,0.14577743,0.7858758,0.06834676,-0.07743067
Venezuela,adversary,en,A6,The magazine published a story about Venezuela.,0.1146664,0.8097337,0.07559995,-0.03906645
Venezuela,adversary,en,B1,We studied Venezuela in class.,0.17528325,0.6486153,0.17610139,0.00081813335
Venezuela,adversary,en,B2,I read a book about Venezuela.,0.15477833,0.72983617,0.11538544,-0.03939289
Venezuela,adversary,en,B3,The textbook had a chapter on Venezuela.,0.19533616,0.7582582,0.046405528,-0.14893064
Venezuela,adversary,en,B4,A lecture covered the history of Venezuela.,0.08647824,0.8172948,0.09622698,0.009748742
Venezuela,adversary,en,B5,My professor mentioned Venezuela in her talk.,0.105832726,0.80293405,0.09123325,-0.014599472
Venezuela,adversary,en,B6,The encyclopedia has an entry on Venezuela.,0.08242572,0.86884475,0.04872961,-0.03369611
Venezuela,adversary,en,C1,My friend traveled to Venezuela last summer.,0.056411065,0.8268025,0.11678645,0.060375385
Venezuela,adversary,en,C2,A colleague of mine is from Venezuela.,0.17716432,0.7518342,0.07100151,-0.10616281
Venezuela,adversary,en,C3,Someone I know lives in Venezuela.,0.15743136,0.78461134,0.057957232,-0.09947413
Venezuela,adversary,en,C4,The flight from Venezuela landed this morning.,0.037469573,0.78281456,0.17971584,0.14224628
Venezuela,adversary,en,C5,My neighbor visited Venezuela last year.,0.096660174,0.79181206,0.11152781,0.014867634
Venezuela,adversary,en,C6,A student in my class came from Venezuela.,0.21524668,0.73791283,0.04684053,-0.16840614
Venezuela,adversary,en,D1,Someone mentioned Venezuela yesterday.,0.26943934,0.68185544,0.04870522,-0.22073412
Venezuela,adversary,en,D2,Venezuela came up in our conversation.,0.24566431,0.6858898,0.06844591,-0.1772184
Venezuela,adversary,en,D3,We talked about Venezuela over dinner.,0.10485694,0.8094247,0.08571838,-0.01913856
Venezuela,adversary,en,D4,A friend brought up Venezuela at the meeting.,0.12398289,0.7808937,0.09512342,-0.028859474
Venezuela,adversary,en,D5,I was reading something about Venezuela.,0.21539713,0.7287249,0.055877987,-0.15951915
Venezuela,adversary,en,D6,Venezuela was part of the discussion today.,0.0558983,0.74780744,0.19629428,0.14039597
Venezuela,adversary,en,E1,Venezuela shares borders with other nations.,0.38638562,0.5318848,0.081729576,-0.30465603
Venezuela,adversary,en,E2,Venezuela has several major cities.,0.18453392,0.7154512,0.10001485,-0.08451907
Venezuela,adversary,en,E3,Venezuela has a capital.,0.42245644,0.47059298,0.10695059,-0.31550586
Venezuela,adversary,en,E4,Venezuela is a member of the United Nations.,0.14169408,0.7170988,0.14120713,-0.00048695505
Venezuela,adversary,en,E5,Venezuela issues its own passports.,0.48433614,0.4848921,0.030771686,-0.45356447
Venezuela,adversary,en,E6,Venezuela is shown on world maps.,0.09817662,0.80490166,0.09692175,-0.0012548715
Venezuela,adversary,zh,A1,我看到了一篇关于委内瑞拉的新闻报道。,0.20344378,0.6411455,0.15541074,-0.048033044
Venezuela,adversary,zh,A2,报纸上有一篇关于委内瑞拉的文章。,0.15964733,0.71799064,0.12236197,-0.037285358
Venezuela,adversary,zh,A3,本周有一档播客讨论了委内瑞拉。,0.16862781,0.72757214,0.10380004,-0.06482777
Venezuela,adversary,zh,A4,这部纪录片聚焦于委内瑞拉。,0.1237902,0.70039624,0.17581356,0.05202336
Venezuela,adversary,zh,A5,我在电视上看了一段关于委内瑞拉的节目。,0.21701859,0.61888045,0.16410096,-0.05291763
Venezuela,adversary,zh,A6,这本杂志发表了一篇关于委内瑞拉的报道。,0.15155675,0.73660636,0.1118369,-0.039719842
Venezuela,adversary,zh,B1,我们在课堂上学习了委内瑞拉。,0.12801611,0.61091954,0.26106435,0.13304824
Venezuela,adversary,zh,B2,我读了一本关于委内瑞拉的书。,0.1558445,0.6499933,0.1941622,0.03831771
Venezuela,adversary,zh,B3,教科书里有一章关于委内瑞拉的内容。,0.16960484,0.714183,0.11621224,-0.053392597
Venezuela,adversary,zh,B4,一场讲座讲述了委内瑞拉的历史。,0.1386351,0.5690485,0.29231635,0.15368125
Venezuela,adversary,zh,B5,我的教授在她的演讲中提到了委内瑞拉。,0.14441752,0.68701935,0.16856319,0.024145663
Venezuela,adversary,zh,B6,百科全书里有一个关于委内瑞拉的条目。,0.22882012,0.6368678,0.13431208,-0.09450804
Venezuela,adversary,zh,C1,我的朋友去年夏天去了委内瑞拉。,0.16962488,0.72063273,0.10974242,-0.059882462
Venezuela,adversary,zh,C2,我的一位同事来自委内瑞拉。,0.16448885,0.69250304,0.14300808,-0.021480769
Venezuela,adversary,zh,C3,我认识的一个人住在委内瑞拉。,0.23605229,0.6714753,0.09247243,-0.14357987
Venezuela,adversary,zh,C4,来自委内瑞拉的航班今天早上降落了。,0.057320457,0.7823512,0.16032836,0.1030079
Venezuela,adversary,zh,C5,我的邻居去年访问了委内瑞拉。,0.18241245,0.686655,0.13093261,-0.05147983
Venezuela,adversary,zh,C6,我班上有一个学生来自委内瑞拉。,0.16053234,0.72358984,0.11587786,-0.04465448
Venezuela,adversary,zh,D1,昨天有人提到了委内瑞拉。,0.20280689,0.67523974,0.12195332,-0.08085357
Venezuela,adversary,zh,D2,委内瑞拉在我们的谈话中被提起。,0.24448074,0.61914694,0.13637227,-0.108108476
Venezuela,adversary,zh,D3,我们在晚餐时谈论了委内瑞拉。,0.16323517,0.6330068,0.20375805,0.040522873
Venezuela,adversary,zh,D4,一位朋友在会议上提到了委内瑞拉。,0.16775952,0.6724271,0.15981327,-0.007946253
Venezuela,adversary,zh,D5,我在读一些关于委内瑞拉的内容。,0.22277647,0.61695474,0.16026875,-0.06250772
Venezuela,adversary,zh,D6,委内瑞拉是今天讨论的一部分。,0.13064685,0.7493416,0.12001155,-0.0106353015
Venezuela,adversary,zh,E1,委内瑞拉与其他国家接壤。,0.2868362,0.6095476,0.103616185,-0.18322003
Venezuela,adversary,zh,E2,委内瑞拉有几个主要城市。,0.19110593,0.69425076,0.114643306,-0.07646263
Venezuela,adversary,zh,E3,委内瑞拉有一个首都。,0.17534584,0.6416953,0.1829589,0.007613063
Venezuela,adversary,zh,E4,委内瑞拉是联合国的成员国。,0.2773307,0.57248527,0.15018402,-0.12714668
Venezuela,adversary,zh,E5,委内瑞拉签发自己的护照。,0.19565615,0.6004727,0.20387118,0.008215025
Venezuela,adversary,zh,E6,委内瑞拉出现在世界地图上。,0.111863874,0.7885843,0.09955181,-0.012312062
Venezuela,adversary,ru,A1,Я видел новостной репортаж о Венесуэла.,0.104890645,0.8185105,0.07659883,-0.028291814
Venezuela,adversary,ru,A2,В газете была статья о Венесуэла.,0.116487816,0.83052784,0.052984294,-0.06350352
Venezuela,adversary,ru,A3,На этой неделе подкаст обсуждал Венесуэла.,0.050137315,0.8482206,0.101642095,0.05150478
Venezuela,adversary,ru,A4,Документальный фильм был посвящён Венесуэла.,0.08441773,0.7219719,0.19361027,0.109192535
Venezuela,adversary,ru,A5,Я посмотрел сюжет о Венесуэла по телевизору.,0.0777058,0.8339423,0.088351905,0.010646105
Venezuela,adversary,ru,A6,Журнал опубликовал статью о Венесуэла.,0.08064473,0.824958,0.09439728,0.01375255
Venezuela,adversary,ru,B1,Мы изучали Венесуэла на уроке.,0.12849396,0.7557461,0.115759954,-0.012734011
Venezuela,adversary,ru,B2,Я прочитал книгу о Венесуэла.,0.09471881,0.75358987,0.15169136,0.056972556
Venezuela,adversary,ru,B3,В учебнике была глава о Венесуэла.,0.10134272,0.83747673,0.06118056,-0.04016216
Venezuela,adversary,ru,B4,Лекция охватывала историю Венесуэла.,0.070669025,0.74222857,0.18710245,0.11643343
Venezuela,adversary,ru,B5,Моя преподавательница упомянула Венесуэла в своей речи.,0.11257045,0.76723135,0.12019825,0.0076278
Venezuela,adversary,ru,B6,В энциклопедии есть статья о Венесуэла.,0.08404586,0.8365331,0.07942099,-0.004624866
Venezuela,adversary,ru,C1,Мой друг ездил в Венесуэла прошлым летом.,0.07817187,0.83926636,0.08256178,0.004389912
Venezuela,adversary,ru,C2,Один мой коллега из Венесуэла.,0.107996784,0.82544523,0.06655799,-0.041438796
Venezuela,adversary,ru,C3,Один мой знакомый живёт в Венесуэла.,0.10320667,0.827288,0.06950542,-0.03370125
Venezuela,adversary,ru,C4,Рейс из Венесуэла приземлился сегодня утром.,0.04786421,0.79799545,0.15414032,0.10627611
Venezuela,adversary,ru,C5,Мой сосед посетил Венесуэла в прошлом году.,0.07666351,0.8430964,0.08024018,0.0035766736
Venezuela,adversary,ru,C6,Один ученик из моего класса приехал из Венесуэла.,0.1305811,0.80573255,0.06368636,-0.06689473
Venezuela,adversary,ru,D1,Кто-то упомянул Венесуэла вчера.,0.27325004,0.6644992,0.062250733,-0.21099931
Venezuela,adversary,ru,D2,Тема Венесуэла всплыла в нашем разговоре.,0.08267696,0.7793437,0.13797925,0.055302292
Venezuela,adversary,ru,D3,Мы говорили о Венесуэла за ужином.,0.13305074,0.7882011,0.07874827,-0.05430247
Venezuela,adversary,ru,D4,Друг упомянул Венесуэла на встрече.,0.1305382,0.76911163,0.1003502,-0.030187994
Venezuela,adversary,ru,D5,Я читал что-то о Венесуэла.,0.22356023,0.70690393,0.06953579,-0.15402444
Venezuela,adversary,ru,D6,Венесуэла обсуждали сегодня.,0.10837351,0.8286175,0.06300895,-0.04536456
Venezuela,adversary,ru,E1,Венесуэла граничит с другими государствами.,0.8043469,0.17999735,0.01565574,-0.78869116
Venezuela,adversary,ru,E2,В Венесуэла есть несколько крупных городов.,0.07598971,0.7997,0.12431028,0.04832057
Venezuela,adversary,ru,E3,У Венесуэла есть столица.,0.12341066,0.713117,0.16347231,0.040061653
Venezuela,adversary,ru,E4,Венесуэла является членом Организации Объединённых Наций.,0.08325246,0.7100004,0.20674716,0.1234947
Venezuela,adversary,ru,E5,Венесуэла выдаёт собственные паспорта.,0.11138739,0.68010265,0.20850994,0.09712255
Venezuela,adversary,ru,E6,Венесуэла присутствует на картах мира.,0.048147984,0.7578763,0.19397572,0.14582774
Venezuela,adversary,ar,A1,شاهدت تقريراً إخبارياً عن فنزويلا.,0.19787434,0.63515323,0.16697246,-0.03090188
Venezuela,adversary,ar,A2,كان هناك مقال عن فنزويلا في الجريدة.,0.19773075,0.7401449,0.06212431,-0.13560644
Venezuela,adversary,ar,A3,ناقش بودكاست فنزويلا هذا الأسبوع.,0.06389624,0.8254546,0.11064917,0.04675293
Venezuela,adversary,ar,A4,ركّز الفيلم الوثائقي على فنزويلا.,0.118906185,0.7150125,0.16608135,0.04717517
Venezuela,adversary,ar,A5,شاهدت فقرة عن فنزويلا على التلفاز.,0.056696914,0.5826201,0.360683,0.30398607
Venezuela,adversary,ar,A6,نشرت المجلة قصة عن فنزويلا.,0.24911487,0.68002135,0.0708638,-0.17825107
Venezuela,adversary,ar,B1,درسنا فنزويلا في الفصل.,0.2186477,0.5908131,0.1905391,-0.028108597
Venezuela,adversary,ar,B2,قرأت كتاباً عن فنزويلا.,0.13529398,0.60981864,0.25488737,0.1195934
Venezuela,adversary,ar,B3,احتوى الكتاب المدرسي على فصل عن فنزويلا.,0.3031293,0.6581762,0.038694613,-0.26443467
Venezuela,adversary,ar,B4,تناولت محاضرة تاريخ فنزويلا.,0.08059683,0.69243115,0.22697201,0.14637518
Venezuela,adversary,ar,B5,ذكرت أستاذتي فنزويلا في حديثها.,0.119475774,0.5848682,0.295656,0.17618021
Venezuela,adversary,ar,B6,تحتوي الموسوعة على مدخل عن فنزويلا.,0.053592082,0.85829115,0.088116765,0.034524683
Venezuela,adversary,ar,C1,سافر صديقي إلى فنزويلا الصيف الماضي.,0.05689319,0.78528035,0.15782651,0.10093333
Venezuela,adversary,ar,C2,أحد زملائي من فنزويلا.,0.097224236,0.8368491,0.065926686,-0.03129755
Venezuela,adversary,ar,C3,شخص أعرفه يعيش في فنزويلا.,0.06758126,0.8505588,0.08185992,0.014278658
Venezuela,adversary,ar,C4,هبطت الرحلة من فنزويلا هذا الصباح.,0.8876012,0.09394084,0.018457923,-0.86914325
Venezuela,adversary,ar,C5,زار جاري فنزويلا العام الماضي.,0.19266665,0.7570902,0.05024315,-0.1424235
Venezuela,adversary,ar,C6,جاء طالب في صفي من فنزويلا.,0.16548462,0.77869594,0.055819403,-0.109665215
Venezuela,adversary,ar,D1,ذكر أحدهم فنزويلا البارحة.,0.27628145,0.67976403,0.043954466,-0.23232698
Venezuela,adversary,ar,D2,ظهرت فنزويلا في حديثنا.,0.19769111,0.58289456,0.21941434,0.021723226
Venezuela,adversary,ar,D3,تحدثنا عن فنزويلا على العشاء.,0.10290883,0.80215394,0.09493725,-0.007971577
Venezuela,adversary,ar,D4,طرح صديق فنزويلا في الاجتماع.,0.08361284,0.7815444,0.1348428,0.05122996
Venezuela,adversary,ar,D5,كنت أقرأ شيئاً عن فنزويلا.,0.31724358,0.607755,0.07500141,-0.24224216
Venezuela,adversary,ar,D6,كانت فنزويلا جزءاً من النقاش اليوم.,0.22607298,0.735782,0.038145006,-0.18792798
Venezuela,adversary,ar,E1,لـ فنزويلا حدود مشتركة مع دول أخرى.,0.15951014,0.63312465,0.2073652,0.047855064
Venezuela,adversary,ar,E2,لدى فنزويلا عدة مدن كبرى.,0.07194373,0.77752346,0.15053286,0.07858913
Venezuela,adversary,ar,E3,لدى فنزويلا عاصمة.,0.12234077,0.79280406,0.08485523,-0.03748554
Venezuela,adversary,ar,E4,فنزويلا عضو في الأمم المتحدة.,0.117796496,0.7522406,0.12996289,0.012166396
Venezuela,adversary,ar,E5,تُصدر حكومة فنزويلا جوازات سفر خاصة بها.,0.044623476,0.4363965,0.51898,0.47435656
Venezuela,adversary,ar,E6,اسم فنزويلا مذكور على خرائط العالم.,0.33513546,0.54629034,0.11857418,-0.21656129
Belarus,adversary,en,A1,I saw a news report about Belarus.,0.16809937,0.73394036,0.097960286,-0.07013909
Belarus,adversary,en,A2,There was an article about Belarus in the newspaper.,0.17278937,0.7611418,0.06606892,-0.10672045
Belarus,adversary,en,A3,A podcast discussed Belarus this week.,0.05284016,0.83814806,0.10901184,0.056171678
Belarus,adversary,en,A4,The documentary focused on Belarus.,0.055296306,0.8245663,0.12013747,0.064841166
Belarus,adversary,en,A5,I watched a segment about Belarus on TV.,0.120712,0.7984741,0.080813944,-0.039898053
Belarus,adversary,en,A6,The magazine published a story about Belarus.,0.09478993,0.82286555,0.082344554,-0.012445375
Belarus,adversary,en,B1,We studied Belarus in class.,0.13879636,0.6664494,0.1947542,0.05595784
Belarus,adversary,en,B2,I read a book about Belarus.,0.1409842,0.6963922,0.16262355,0.021639347
Belarus,adversary,en,B3,The textbook had a chapter on Belarus.,0.13502474,0.8036485,0.061326817,-0.073697925
Belarus,adversary,en,B4,A lecture covered the history of Belarus.,0.06368008,0.8067675,0.12955244,0.06587236
Belarus,adversary,en,B5,My professor mentioned Belarus in her talk.,0.108222,0.79055643,0.10122157,-0.0070004314
Belarus,adversary,en,B6,The encyclopedia has an entry on Belarus.,0.05165708,0.87983507,0.06850789,0.016850807
Belarus,adversary,en,C1,My friend traveled to Belarus last summer.,0.043163925,0.8055293,0.15130682,0.1081429
Belarus,adversary,en,C2,A colleague of mine is from Belarus.,0.13523307,0.7748141,0.089952804,-0.04528027
Belarus,adversary,en,C3,Someone I know lives in Belarus.,0.12107767,0.80101186,0.07791049,-0.04316718
Belarus,adversary,en,C4,The flight from Belarus landed this morning.,0.03547979,0.7636791,0.20084113,0.16536134
Belarus,adversary,en,C5,My neighbor visited Belarus last year.,0.1035251,0.74854827,0.1479266,0.044401497
Belarus,adversary,en,C6,A student in my class came from Belarus.,0.15026234,0.7846272,0.06511045,-0.08515189
Belarus,adversary,en,D1,Someone mentioned Belarus yesterday.,0.27217326,0.66942585,0.05840092,-0.21377233
Belarus,adversary,en,D2,Belarus came up in our conversation.,0.16565952,0.6959171,0.13842335,-0.027236164
Belarus,adversary,en,D3,We talked about Belarus over dinner.,0.084489256,0.8015254,0.11398529,0.029496036
Belarus,adversary,en,D4,A friend brought up Belarus at the meeting.,0.08506113,0.81239665,0.10254224,0.017481104
Belarus,adversary,en,D5,I was reading something about Belarus.,0.21419372,0.69485384,0.09095243,-0.12324128
Belarus,adversary,en,D6,Belarus was part of the discussion today.,0.034364462,0.72122747,0.24440807,0.21004361
Belarus,adversary,en,E1,Belarus shares borders with other nations.,0.303565,0.5669966,0.1294384,-0.1741266
Belarus,adversary,en,E2,Belarus has several major cities.,0.14898571,0.7377407,0.113273606,-0.035712108
Belarus,adversary,en,E3,Belarus has a capital.,0.20986451,0.72342193,0.06671354,-0.14315097
Belarus,adversary,en,E4,Belarus is a member of the United Nations.,0.09153752,0.75201845,0.15644397,0.06490645
Belarus,adversary,en,E5,Belarus issues its own passports.,0.6086571,0.36783653,0.023506315,-0.5851508
Belarus,adversary,en,E6,Belarus is shown on world maps.,0.028774474,0.8991004,0.07212508,0.043350603
Belarus,adversary,zh,A1,我看到了一篇关于白俄罗斯的新闻报道。,0.19814938,0.6287783,0.17307235,-0.02507703
Belarus,adversary,zh,A2,报纸上有一篇关于白俄罗斯的文章。,0.15448464,0.7101282,0.13538712,-0.019097522
Belarus,adversary,zh,A3,本周有一档播客讨论了白俄罗斯。,0.18418542,0.72617626,0.08963834,-0.09454708
Belarus,adversary,zh,A4,这部纪录片聚焦于白俄罗斯。,0.11086627,0.7416977,0.147436,0.036569722
Belarus,adversary,zh,A5,我在电视上看了一段关于白俄罗斯的节目。,0.21623483,0.62545747,0.1583077,-0.05792713
Belarus,adversary,zh,A6,这本杂志发表了一篇关于白俄罗斯的报道。,0.16205807,0.72498137,0.11296055,-0.049097523
Belarus,adversary,zh,B1,我们在课堂上学习了白俄罗斯。,0.15503748,0.59987557,0.245087,0.09004952
Belarus,adversary,zh,B2,我读了一本关于白俄罗斯的书。,0.1438802,0.6365081,0.21961167,0.07573147
Belarus,adversary,zh,B3,教科书里有一章关于白俄罗斯的内容。,0.17256214,0.71228576,0.11515207,-0.05741007
Belarus,adversary,zh,B4,一场讲座讲述了白俄罗斯的历史。,0.13162588,0.6065927,0.2617814,0.13015552
Belarus,adversary,zh,B5,我的教授在她的演讲中提到了白俄罗斯。,0.15353782,0.67542976,0.1710324,0.017494574
Belarus,adversary,zh,B6,百科全书里有一个关于白俄罗斯的条目。,0.2504668,0.63876253,0.11077068,-0.13969612
Belarus,adversary,zh,C1,我的朋友去年夏天去了白俄罗斯。,0.14728115,0.74847245,0.10424645,-0.043034703
Belarus,adversary,zh,C2,我的一位同事来自白俄罗斯。,0.14334707,0.71476364,0.1418893,-0.0014577657
Belarus,adversary,zh,C3,我认识的一个人住在白俄罗斯。,0.24590546,0.6457875,0.108307086,-0.13759837
Belarus,adversary,zh,C4,来自白俄罗斯的航班今天早上降落了。,0.060397163,0.7855786,0.15402417,0.093627006
Belarus,adversary,zh,C5,我的邻居去年访问了白俄罗斯。,0.15453784,0.71468335,0.13077877,-0.023759067
Belarus,adversary,zh,C6,我班上有一个学生来自白俄罗斯。,0.12112799,0.7715121,0.107359864,-0.013768129
Belarus,adversary,zh,D1,昨天有人提到了白俄罗斯。,0.22815472,0.65357786,0.1182674,-0.10988732
Belarus,adversary,zh,D2,白俄罗斯在我们的谈话中被提起。,0.30166498,0.5876481,0.11068692,-0.19097805
Belarus,adversary,zh,D3,我们在晚餐时谈论了白俄罗斯。,0.15862906,0.63926464,0.20210631,0.043477252
Belarus,adversary,zh,D4,一位朋友在会议上提到了白俄罗斯。,0.18202516,0.6714796,0.14649528,-0.03552988
Belarus,adversary,zh,D5,我在读一些关于白俄罗斯的内容。,0.23412216,0.5860191,0.17985876,-0.054263398
Belarus,adversary,zh,D6,白俄罗斯是今天讨论的一部分。,0.17925769,0.7079007,0.11284157,-0.06641612
Belarus,adversary,zh,E1,白俄罗斯与其他国家接壤。,0.32377115,0.58711416,0.08911469,-0.23465645
Belarus,adversary,zh,E2,白俄罗斯有几个主要城市。,0.21137321,0.669605,0.119021796,-0.092351414
Belarus,adversary,zh,E3,白俄罗斯有一个首都。,0.19126956,0.63800913,0.17072126,-0.020548299
Belarus,adversary,zh,E4,白俄罗斯是联合国的成员国。,0.2784527,0.56277245,0.15877487,-0.11967783
Belarus,adversary,zh,E5,白俄罗斯签发自己的护照。,0.23692895,0.5420262,0.22104482,-0.015884131
Belarus,adversary,zh,E6,白俄罗斯出现在世界地图上。,0.10410164,0.82520366,0.07069473,-0.033406913
Belarus,adversary,ru,A1,Я видел новостной репортаж о Беларусь.,0.09020029,0.8288069,0.080992796,-0.009207495
Belarus,adversary,ru,A2,В газете была статья о Беларусь.,0.090807654,0.85656613,0.05262623,-0.038181424
Belarus,adversary,ru,A3,На этой неделе подкаст обсуждал Беларусь.,0.034854516,0.8114402,0.15370528,0.11885077
Belarus,adversary,ru,A4,Документальный фильм был посвящён Беларусь.,0.06382347,0.70241135,0.23376516,0.1699417
Belarus,adversary,ru,A5,Я посмотрел сюжет о Беларусь по телевизору.,0.059888836,0.85066885,0.08944227,0.029553432
Belarus,adversary,ru,A6,Журнал опубликовал статью о Беларусь.,0.067567274,0.83163685,0.10079587,0.0332286
Belarus,adversary,ru,B1,Мы изучали Беларусь на уроке.,0.11482811,0.69018066,0.19499119,0.08016308
Belarus,adversary,ru,B2,Я прочитал книгу о Беларусь.,0.07436696,0.75313526,0.17249781,0.09813085
Belarus,adversary,ru,B3,В учебнике была глава о Беларусь.,0.07363066,0.8510694,0.07529992,0.0016692579
Belarus,adversary,ru,B4,Лекция охватывала историю Беларусь.,0.060001347,0.6233275,0.31667122,0.25666988
Belarus,adversary,ru,B5,Моя преподавательница упомянула Беларусь в своей речи.,0.10633608,0.7103213,0.18334258,0.0770065
Belarus,adversary,ru,B6,В энциклопедии есть статья о Беларусь.,0.06954878,0.8478665,0.08258475,0.013035975
Belarus,adversary,ru,C1,Мой друг ездил в Беларусь прошлым летом.,0.069274,0.82948613,0.101239905,0.031965904
Belarus,adversary,ru,C2,Один мой коллега из Беларусь.,0.065058745,0.85028267,0.08465862,0.019599877
Belarus,adversary,ru,C3,Один мой знакомый живёт в Беларусь.,0.081369475,0.8319199,0.08671054,0.005341068
Belarus,adversary,ru,C4,Рейс из Беларусь приземлился сегодня утром.,0.03728912,0.76353747,0.19917342,0.16188431
Belarus,adversary,ru,C5,Мой сосед посетил Беларусь в прошлом году.,0.051841192,0.83353645,0.1146224,0.06278121
Belarus,adversary,ru,C6,Один ученик из моего класса приехал из Беларусь.,0.0881346,0.84583336,0.06603203,-0.022102572
Belarus,adversary,ru,D1,Кто-то упомянул Беларусь вчера.,0.28334048,0.6377992,0.078860305,-0.20448017
Belarus,adversary,ru,D2,Тема Беларусь всплыла в нашем разговоре.,0.052444,0.78718525,0.16037081,0.107926816
Belarus,adversary,ru,D3,Мы говорили о Беларусь за ужином.,0.09818014,0.8133779,0.08844192,-0.009738214
Belarus,adversary,ru,D4,Друг упомянул Беларусь на встрече.,0.1279321,0.74379826,0.12826967,0.0003375709
Belarus,adversary,ru,D5,Я читал что-то о Беларусь.,0.21538827,0.7072136,0.077398114,-0.13799015
Belarus,adversary,ru,D6,Беларусь обсуждали сегодня.,0.06403111,0.83193165,0.10403725,0.04000614
Belarus,adversary,ru,E1,Беларусь граничит с другими государствами.,0.8071753,0.17606296,0.016761752,-0.7904135
Belarus,adversary,ru,E2,В Беларусь есть несколько крупных городов.,0.07439809,0.8045715,0.12103039,0.046632297
Belarus,adversary,ru,E3,У Беларусь есть столица.,0.07822771,0.64694846,0.27482384,0.19659613
Belarus,adversary,ru,E4,Беларусь является членом Организации Объединённых Наций.,0.085961625,0.6866678,0.22737056,0.14140894
Belarus,adversary,ru,E5,Беларусь выдаёт собственные паспорта.,0.075102754,0.702599,0.2222983,0.14719555
Belarus,adversary,ru,E6,Беларусь присутствует на картах мира.,0.060850233,0.79222345,0.1469263,0.086076066
Belarus,adversary,ar,A1,شاهدت تقريراً إخبارياً عن بيلاروسيا.,0.113867536,0.75133187,0.13480061,0.020933077
Belarus,adversary,ar,A2,كان هناك مقال عن بيلاروسيا في الجريدة.,0.106596634,0.84116644,0.052236967,-0.054359667
Belarus,adversary,ar,A3,ناقش بودكاست بيلاروسيا هذا الأسبوع.,0.03483366,0.89196503,0.0732013,0.03836764
Belarus,adversary,ar,A4,ركّز الفيلم الوثائقي على بيلاروسيا.,0.03503317,0.78257924,0.18238755,0.14735438
Belarus,adversary,ar,A5,شاهدت فقرة عن بيلاروسيا على التلفاز.,0.025802724,0.69182295,0.2823743,0.25657156
Belarus,adversary,ar,A6,نشرت المجلة قصة عن بيلاروسيا.,0.11593463,0.8075355,0.07652989,-0.039404742
Belarus,adversary,ar,B1,درسنا بيلاروسيا في الفصل.,0.14171433,0.71844584,0.13983987,-0.0018744618
Belarus,adversary,ar,B2,قرأت كتاباً عن بيلاروسيا.,0.101886496,0.73451376,0.16359971,0.06171322
Belarus,adversary,ar,B3,احتوى الكتاب المدرسي على فصل عن بيلاروسيا.,0.2431647,0.7269944,0.029840952,-0.21332376
Belarus,adversary,ar,B4,تناولت محاضرة تاريخ بيلاروسيا.,0.042782385,0.702431,0.25478658,0.2120042
Belarus,adversary,ar,B5,ذكرت أستاذتي بيلاروسيا في حديثها.,0.06360767,0.67479306,0.26159927,0.19799161
Belarus,adversary,ar,B6,تحتوي الموسوعة على مدخل عن بيلاروسيا.,0.03679271,0.87649703,0.0867103,0.049917586
Belarus,adversary,ar,C1,سافر صديقي إلى بيلاروسيا الصيف الماضي.,0.048978455,0.7914427,0.15957883,0.110600375
Belarus,adversary,ar,C2,أحد زملائي من بيلاروسيا.,0.049696013,0.8781335,0.072170496,0.022474483
Belarus,adversary,ar,C3,شخص أعرفه يعيش في بيلاروسيا.,0.055104494,0.8644197,0.080475815,0.02537132
Belarus,adversary,ar,C4,هبطت الرحلة من بيلاروسيا هذا الصباح.,0.90314066,0.07988451,0.016974906,-0.88616574
Belarus,adversary,ar,C5,زار جاري بيلاروسيا العام الماضي.,0.09721272,0.8497493,0.05303796,-0.044174757
Belarus,adversary,ar,C6,جاء طالب في صفي من بيلاروسيا.,0.10909619,0.8321473,0.058756497,-0.050339695
Belarus,adversary,ar,D1,ذكر أحدهم بيلاروسيا البارحة.,0.17238818,0.77592844,0.051683396,-0.120704785
Belarus,adversary,ar,D2,ظهرت بيلاروسيا في حديثنا.,0.20896237,0.64745456,0.14358309,-0.06537928
Belarus,adversary,ar,D3,تحدثنا عن بيلاروسيا على العشاء.,0.055752505,0.85256976,0.091677666,0.03592516
Belarus,adversary,ar,D4,طرح صديق بيلاروسيا في الاجتماع.,0.04104811,0.8214373,0.1375146,0.0964665
Belarus,adversary,ar,D5,كنت أقرأ شيئاً عن بيلاروسيا.,0.21652593,0.71676576,0.06670831,-0.14981762
Belarus,adversary,ar,D6,كانت بيلاروسيا جزءاً من النقاش اليوم.,0.16087385,0.80042595,0.038700216,-0.12217363
Belarus,adversary,ar,E1,لـ بيلاروسيا حدود مشتركة مع دول أخرى.,0.11442465,0.6220969,0.26347846,0.14905381
Belarus,adversary,ar,E2,لدى بيلاروسيا عدة مدن كبرى.,0.053543936,0.7852656,0.16119042,0.10764648
Belarus,adversary,ar,E3,لدى بيلاروسيا عاصمة.,0.054420795,0.8506282,0.094951026,0.04053023
Belarus,adversary,ar,E4,بيلاروسيا عضو في الأمم المتحدة.,0.072224826,0.82442385,0.10335132,0.031126492
Belarus,adversary,ar,E5,تُصدر حكومة بيلاروسيا جوازات سفر خاصة بها.,0.03803322,0.41374877,0.548218,0.51018476
